ID_HDC_G0;QA2_1V;AREA;BBX_LATMN;BBX_LONMN;BBX_LATMX;BBX_LONMX;GCPNT_LAT;GCPNT_LON;CTR_MN_NM;CTR_MN_ISO;XBRDR;XCTR_NBR;XC_NM_LST;XC_ISO_LST;GRGN_L1;GRGN_L2;UC_NM_MN;UC_NM_LST;UC_NM_SRC;H75_NBR;H90_NBR;H00_NBR;H75_AREA
3192;1;15;-5.267923518;14.84513738;-5.227420005;14.89539282;-5.242811221;14.86436969;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Mbanza-Ngungu;Mbanza-Ngungu;GISCO OSM;1;0;1;8
3193;1;433;47.33873641;18.93466848;47.61994695;19.32100859;47.48300634;19.10974193;Hungary;HUN;0;1;Hungary;HUN;Europe;Eastern Europe;Budapest;Budapest;GISCO OSM;1;1;1;299
3194;1;18;51.51316476;19.98230752;51.56149241;20.05748095;51.5378632;20.01705219;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Tomasz¢w Mazowiecki;Tomasz¢w Mazowiecki;GISCO OSM;1;1;1;18
3195;1;20;45.54254839;18.61219249;45.57030256;18.74729025;45.5554997;18.68142011;Croatia;HRV;0;1;Croatia;HRV;Europe;Southern Europe;Osijek;Osijek;GISCO OSM;1;1;1;20
3196;1;98;43.79488158;18.2662747;43.90468733;18.45855654;43.8552841;18.35258807;Bosnia and Herzegovina;BIH;0;1;Bosnia and Herzegovina;BIH;Europe;Southern Europe;Sarajevo;Sarajevo;GISCO OSM;1;1;1;54
3197;1;14;-11.38383161;15.08939219;-11.34308558;15.14122846;-11.36171206;15.11669432;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Waku Kungo;Waku Kungo;GISCO OSM;0;0;1;0
3198;1;42;-7.643459986;15.01867801;-7.570424029;15.08908216;-7.609453234;15.05382128;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;U¡ge;U¡ge;GISCO OSM;1;1;1;25
3199;1;5;9.910180916;15.13637189;9.926449807;15.16704911;9.919128768;15.14971921;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;?????? Fianga;?????? Fianga;GISCO OSM;1;1;1;3
3200;2;4;-12.91757665;15.23515979;-12.90124204;15.25604859;-12.90940929;15.24560388;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Longonjo;Longonjo;GISCO OSM;0;1;1;0
3201;1;22;31.18287639;16.53160037;31.21720843;16.63240429;31.20394322;16.58198834;Libya;LBY;0;1;Libya;LBY;Africa;Northern Africa;Sirte;Sirte;GISCO OSM;0;0;0;0
3202;1;11;-5.154516205;15.04366161;-5.114015481;15.08378938;-5.132792967;15.06063927;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Kisantu;Kisantu;GISCO OSM;1;1;1;8
3203;1;6;14.10295931;15.30297531;14.13569197;15.32433169;14.11932541;15.31212811;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Mao;Mao;GISCO OSM;0;1;1;0
3204;1;10;3.502801153;15.03396238;3.543268865;15.06425407;3.520606863;15.05303885;Cameroon;CMR;0;1;Cameroon;CMR;Africa;Middle Africa;Yokadouma;Yokadouma;GISCO OSM;0;0;0;0
3205;1;182;49.97639702;19.84183741;50.11012977;20.14953104;50.05369122;19.98552452;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Krakow;Krakow;GISCO OSM;1;1;1;158
3206;1;28;44.51916748;18.58523067;44.56512043;18.74719879;44.5339366;18.67397733;Bosnia and Herzegovina;BIH;0;1;Bosnia and Herzegovina;BIH;Europe;Southern Europe;Tuzla;Tuzla;GISCO OSM;1;1;1;18
3207;1;13;10.32513554;15.20941322;10.35768975;15.25021826;10.34172551;15.2330698;Cameroon;CMR;0;1;Cameroon;CMR;Africa;Middle Africa;Yagoua;Yagoua;GISCO OSM;1;1;1;9
3208;1;21;40.61477895;17.90509279;40.65966965;17.98371284;40.6359403;17.94953553;Italy;ITA;0;1;Italy;ITA;Europe;Southern Europe;Brindisi;Brindisi;GISCO OSM;1;1;1;13
3209;1;383;-4.482326309;15.18327032;-4.296100233;15.48470034;-4.396631352;15.31920759;Democratic Republic of the Congo;COD;1;2;Democratic Republic of the Congo;;;;;;;;;;
3210;1;11;-7.781429883;15.2521226;-7.740848711;15.28313597;-7.758925593;15.26849085;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Negage;Negage;GISCO OSM;1;1;1;6
3211;1;134;-4.304196651;15.21215798;-4.150370273;15.34159481;-4.23483437;15.27140126;Republic of Congo;COG;0;1;Republic of Congo;COG;Africa;Middle Africa;Brazzaville;Brazzaville;GISCO OSM;1;1;1;104
3212;1;9;10.26816877;15.35839611;10.29258262;15.38936349;10.28037561;15.37387921;Chad;TCD;1;2;Chad;;;;;;;;;;
3213;1;6;7.757081;15.34279626;7.781429883;15.36341508;7.769255374;15.35310527;Cameroon;CMR;0;1;Cameroon;CMR;Africa;Middle Africa;Touboro;Touboro;GISCO OSM;0;0;0;0
3214;1;14;-17.08132874;15.69605588;-17.04841623;15.74777936;-17.0672231;15.72078838;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Ondjiva;Ondjiva;GISCO OSM;0;1;1;0
3215;2;2;4.522812618;15.30539186;4.530909983;15.32549164;4.526861296;15.31544169;Central African Republic;CAF;0;1;Central African Republic;CAF;Africa;Middle Africa;Nao;Nao;GISCO OSM;0;0;1;0
3216;1;425;52.06522948;20.75550039;52.35679797;21.19277457;52.22529923;20.99571251;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Warsaw;Warsaw;GISCO OSM;1;1;1;280
3217;1;15;-12.87674088;15.5373782;-12.82774131;15.57885907;-12.85251286;15.56272681;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Calilongue;Calilongue;;;;;
3218;1;18;40.32774452;18.14371987;40.37256344;18.20732619;40.35314054;18.1751667;Italy;ITA;0;1;Italy;ITA;Europe;Southern Europe;Lecce;Lecce;GISCO OSM;1;1;1;18
3219;1;16;52.37626095;20.89554784;52.4249322;20.96933136;52.4030277;20.93085445;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Legionowo;Legionowo;GISCO OSM;0;0;0;0
3220;1;5;10.91131268;15.52993452;10.92760158;15.56047089;10.92027154;15.54711542;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Gu‚lendeng;Gu‚lendeng;GISCO OSM;0;0;0;0
3221;1;8;9.60926159;15.4909685;9.641788415;15.52139626;9.628574248;15.5084392;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;N/A;-;N/A;0;1;1;0
3222;1;20;-4.401356261;15.4435666;-4.336582655;15.51322716;-4.375851398;15.48493039;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Kibomango;Kibomango;;;;;
3223;1;46;50.83853783;20.56429966;50.90583767;20.67879936;50.87636346;20.62456001;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Kielce;Kielce;GISCO OSM;1;1;1;41
3224;2;2;-15.66802988;15.79017874;-15.65982428;15.81099837;-15.66392707;15.8005884;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;N/A;-;N/A;0;0;0;0
3225;2;6;-17.40234259;15.8767936;-17.36940826;15.89865965;-17.38587515;15.88623526;Angola;AGO;1;2;Angola;;;;;;;;;;
3226;2;4;13.80844559;15.7277847;13.83298293;15.74912999;13.82071413;15.73845676;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;M‚chim‚r‚;M‚chim‚r‚;;;;;
3227;1;71;-12.82774131;15.68626651;-12.7297531;15.80786548;-12.77040724;15.74456172;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Huambo;Huambo;GISCO OSM;1;1;1;49
3228;1;5;12.99108748;15.71507431;13.00742434;15.74613085;12.99843902;15.73259797;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Massakory;Massakory;GISCO OSM;0;0;1;0
3229;1;13;5.916122594;15.57679361;5.956644368;15.6269892;5.935759927;15.59432116;Central African Republic;CAF;0;1;Central African Republic;CAF;Africa;Middle Africa;Bouar;Bouar;GISCO OSM;0;0;0;0
3230;1;27;46.06147263;19.61751238;46.12646502;19.70525844;46.09843571;19.66483548;Serbia;SRB;0;1;Serbia;SRB;Europe;Southern Europe;Subotica;Subotica;GISCO OSM;1;1;1;26
3231;1;17;-12.21554963;15.83661728;-12.16659805;15.88781768;-12.19563264;15.86029808;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Bailundo;Bailundo;GISCO OSM;1;1;1;7
3232;2;5;11.79141603;15.852754;11.81587838;15.87355767;11.80527793;15.86407914;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;??????? Dourbali;??????? Dourbali;GISCO OSM;0;1;1;0
3233;1;9;9.292187094;15.78348129;9.324702435;15.81411405;9.307089815;15.7998773;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;???? Kelo;???? Kelo;GISCO OSM;1;1;1;9
3234;2;12;-14.72519198;16.01034632;-14.66785316;16.04238867;-14.69515664;16.03083952;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Jamba;Jamba;GISCO OSM;0;0;0;0
3235;1;48;51.35864284;21.08631097;51.43587975;21.2153725;51.3972553;21.15524785;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Radom;Radom;GISCO OSM;1;1;1;45
3236;1;22;49.57601731;20.65742018;49.64266265;20.73336026;49.61106683;20.6956843;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Nowy S?cz;Nowy S?cz;GISCO OSM;1;1;1;21
3237;2;3;13.43232888;16.03713906;13.44867705;16.0581157;13.43914057;16.04926243;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Blassari;Blassari;;;;;
3238;2;3;-12.63994328;16.03552107;-12.62361553;16.05609754;-12.63314;16.04739196;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;N/A;-;N/A;0;1;1;0
3239;1;7;4.927724671;15.86094168;4.952022322;15.89130283;4.942187517;15.87472739;Central African Republic;CAF;0;1;Central African Republic;CAF;Africa;Middle Africa;Carnot;Carnot;GISCO OSM;0;0;1;0
3240;1;73;45.20989349;19.73904374;45.31146096;19.89411497;45.26016285;19.82385464;Serbia;SRB;0;1;Serbia;SRB;Europe;Southern Europe;Novi Sad;Novi Sad;GISCO OSM;1;1;1;41
3241;1;5;-0.493350759;15.88495622;-0.477175179;15.91491366;-0.486071746;15.89794041;Republic of Congo;COG;0;1;Republic of Congo;COG;Africa;Middle Africa;Owando;Owando;GISCO OSM;0;0;0;0
3242;1;20;62.2176937;25.69383961;62.29288104;25.82592442;62.25205667;25.75997073;Finland;FIN;0;1;Finland;FIN;Europe;Northern Europe;Jyv„skyl„;Jyv„skyl„;GISCO OSM;0;1;1;0
3243;1;28;42.41038401;19.21226394;42.4738898;19.30364524;42.44148588;19.26251599;Montenegro;MNE;0;1;Montenegro;MNE;Europe;Southern Europe;Podgorica;Podgorica;GISCO OSM;0;1;1;0
3244;1;344;60.13870485;24.68434821;60.32760252;25.21009144;60.22358683;24.93691625;Finland;FIN;0;1;Finland;FIN;Europe;Northern Europe;Helsinki;Helsinki;;;;;
3245;1;25;8.53652239;16.04483978;8.593379815;16.09613572;8.567549896;16.07074405;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Moundou;Moundou;GISCO OSM;1;1;1;18
3246;1;40;46.21006852;20.09251019;46.29371929;20.20553056;46.254444;20.15266733;Hungary;HUN;0;1;Hungary;HUN;Europe;Eastern Europe;Szeged;Szeged;GISCO OSM;1;1;1;34
3247;1;6;-12.57463464;16.21467032;-12.55014554;16.23588114;-12.56238998;16.22527518;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Katchiungo;Katchiungo;GISCO OSM;0;1;1;0
3248;1;24;50.91545486;21.34476763;50.96355179;21.46460725;50.94110427;21.39707443;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Ostrowiec ?wi?tokrzyski;Ostrowiec ?wi?tokrzyski;GISCO OSM;1;0;0;22
3249;1;5;-11.84849614;16.20780216;-11.82403268;16.23873338;-11.8378952;16.22317771;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;N/A;-;N/A;0;1;1;0
3250;2;10;3.502801153;16.03289676;3.535175269;16.06312333;3.521416217;16.04899143;Central African Republic;CAF;0;1;Central African Republic;CAF;Africa;Middle Africa;Nola;Nola;GISCO OSM;0;0;0;0
3251;1;9;1.593351467;16.03810853;1.633796008;16.06816665;1.613573699;16.04984986;Republic of Congo;COG;0;1;Republic of Congo;COG;Africa;Middle Africa;Ou‚sso;Ou‚sso;;;;;
3252;1;16;53.79593214;22.32515828;53.84519695;22.4117487;53.8211777;22.36619333;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Elk;Elk;GISCO OSM;0;0;1;0
3253;1;44;48.05222937;20.67526777;48.13696309;20.83167689;48.09715748;20.77068514;Hungary;HUN;0;1;Hungary;HUN;Europe;Eastern Europe;Miskolc;Miskolc;GISCO OSM;1;1;1;41
3254;1;6;-12.56647151;16.32607655;-12.55014554;16.35710137;-12.55830847;16.34158855;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Chinguar;Chinguar;GISCO OSM;1;1;1;5
3255;1;106;59.35580007;24.61142428;59.48062056;24.91090868;59.42790477;24.73923365;Estonia;EST;0;1;Estonia;EST;Europe;Northern Europe;Tallinn;Tallinn;GISCO OSM;0;1;1;0
3256;1;19;44.25290533;19.86248423;44.28960438;19.95238084;44.27535834;19.90247024;Serbia;SRB;0;1;Serbia;SRB;Europe;Southern Europe;Valjevo;Valjevo;GISCO OSM;1;1;1;19
3257;1;7;9.389736599;16.28904265;9.414125613;16.31969935;9.401931024;16.3016142;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;La‹;La‹;GISCO OSM;1;1;1;6
3258;1;47;-9.576735961;16.30314813;-9.511688275;16.3944453;-9.544644022;16.34721565;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Malanje;Malanje;GISCO OSM;1;1;1;26
3259;1;32;55.90409514;23.23933902;55.96435858;23.34737071;55.93014232;23.29945277;Lithuania;LTU;0;1;Lithuania;LTU;Europe;Northern Europe;?iauliai;?iauliai;GISCO OSM;1;1;1;31
3260;1;80;-22.61267017;16.99993511;-22.47927915;17.11650674;-22.54190429;17.05309296;Namibia;NAM;0;1;Namibia;NAM;Africa;Southern Africa;Windhoek;Windhoek;GISCO OSM;0;1;1;0
3261;1;20;42.03890094;19.48448718;42.09321346;19.54298256;42.06831807;19.51416069;Albania;ALB;0;1;Albania;ALB;Europe;Southern Europe;Shkoder;Shkoder;GISCO OSM;0;1;1;0
3262;0;1;14.14387541;16.50464231;14.15205897;16.51517894;14.14796718;16.50991054;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Bourkouri;Bourkouri;GISCO OSM;0;0;0;0
3263;1;36;41.26230472;19.41945145;41.35242774;19.53021178;41.31462047;19.47707322;Albania;ALB;0;1;Albania;ALB;Europe;Southern Europe;Durr‰s;Durr‰s;GISCO OSM;0;1;1;0
3264;2;4;10.50419976;16.4342906;10.52048029;16.45499107;10.51233998;16.44464056;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;N/A;-;N/A;0;0;0;0
3265;1;20;48.95875749;21.20863773;49.02509509;21.28396179;48.99144837;21.24687076;Slovakia;SVK;0;1;Slovakia;SVK;Europe;Eastern Europe;Pre?ov;Pre?ov;GISCO OSM;1;1;1;20
3266;1;25;45.32993504;20.35167971;45.40385376;20.42837139;45.37261872;20.39439707;Serbia;SRB;0;1;Serbia;SRB;Europe;Southern Europe;Zrenjanin;Zrenjanin;GISCO OSM;1;1;1;25
3267;1;54;48.66536708;21.19505519;48.76940075;21.32720377;48.71457175;21.2595083;Slovakia;SVK;0;1;Slovakia;SVK;Europe;Eastern Europe;Ko?ice;Ko?ice;GISCO OSM;1;1;1;45
3268;1;697;-34.10130697;18.36988365;-33.78872797;18.76360602;-33.94764796;18.57842297;South Africa;ZAF;0;1;South Africa;ZAF;Africa;Southern Africa;Cape Town;Cape Town;GISCO OSM;1;3;1;385
3269;1;165;56.88262376;23.98596956;57.05507489;24.26118363;56.96254221;24.12365616;Latvia;LVA;0;1;Latvia;LVA;Europe;Northern Europe;Riga;Riga;GISCO OSM;1;1;1;158
3270;1;237;44.69386065;20.32074694;44.89638225;20.58439814;44.79759373;20.45656039;Serbia;SRB;0;1;Serbia;SRB;Europe;Southern Europe;Belgrade;Belgrade;GISCO OSM;1;1;2;166
3271;1;21;40.42636087;19.44213351;40.4891449;19.51472194;40.46202121;19.48242073;Albania;ALB;0;1;Albania;ALB;Europe;Southern Europe;Vlora;Vlora;GISCO OSM;0;1;1;0
3272;1;8;40.71355342;19.53535438;40.74050142;19.57422467;40.72814975;19.55564977;Albania;ALB;0;1;Albania;ALB;Europe;Southern Europe;Fier;Fier;GISCO OSM;0;1;1;0
3273;1;6;-13.52224909;16.74032125;-13.49772412;16.76168983;-13.50998648;16.75100495;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Chitembo;Chitembo;GISCO OSM;0;1;1;0
3274;1;106;41.2803256;19.67832124;41.40652392;19.88954346;41.34426373;19.79836162;Albania;ALB;0;1;Albania;ALB;Europe;Southern Europe;Tirana;Tirana;;;;;
3275;1;15;-11.50608312;16.66971811;-11.46533037;16.71102441;-11.4851631;16.69136092;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Andulo;Andulo;GISCO OSM;1;1;1;10
3276;1;15;-33.58924997;18.47543413;-33.53724087;18.5158904;-33.56468864;18.49584963;South Africa;ZAF;0;1;South Africa;ZAF;Africa;Southern Africa;Atlantis;Atlantis;GISCO OSM;0;0;0;0
3277;2;4;10.47977959;16.69561898;10.49605962;16.72613616;10.48588457;16.71094524;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;N/A;-;N/A;0;0;1;0
3278;1;8;7.911299778;16.62098013;7.943769688;16.65149568;7.925505243;16.63388018;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Gore;Gore;GISCO OSM;0;1;1;0
3279;1;23;43.85892578;20.30563542;43.91384121;20.39716245;43.88737599;20.35541076;Serbia;SRB;0;1;Serbia;SRB;Europe;Southern Europe;?a?ak;?a?ak;GISCO OSM;1;1;1;22
3280;1;47;49.99549329;21.94431467;50.07190638;22.05994841;50.03521843;22.00430918;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Rzesz¢w;Rzesz¢w;GISCO OSM;1;1;1;32
3281;1;20;44.83191487;20.62361606;44.89638225;20.68948612;44.86506616;20.66027431;Serbia;SRB;0;1;Serbia;SRB;Europe;Southern Europe;Pancevo;Pancevo;GISCO OSM;1;1;1;15
3282;1;50;-12.44403636;16.90658456;-12.32162329;16.96831067;-12.38690753;16.93627043;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Kuito;Kuito;GISCO OSM;1;1;1;21
3283;0;5;8.520278008;16.78764582;8.54464468;16.818006;8.53246127;16.80282579;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Bayandet;Bayandet;;;;;
3284;1;14;8.642117347;16.83161686;8.690857291;16.87181177;8.666487016;16.85099655;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Doba;Doba;GISCO OSM;1;1;1;6
3285;1;6;-6.483534517;16.79892911;-6.467319456;16.8391651;-6.476778217;16.81899139;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Kasongo-Lunda;Kasongo-Lunda;;;;;
3286;1;38;-34.16213662;18.80948645;-34.05786731;18.88404017;-34.11068189;18.84827351;South Africa;ZAF;0;1;South Africa;ZAF;Africa;Southern Africa;Somerset West;Somerset West;;;;;
3287;1;12;42.63730101;20.26900337;42.68272141;20.3312619;42.65925266;20.30198948;Kosovo;XKO;0;1;Kosovo;XKO;Europe;Southern Europe;Pej‰;Pej‰;GISCO OSM;0;0;0;0
3288;1;73;53.08884331;23.05852624;53.17699441;23.233709;53.1337156;23.14639831;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Bia?ystok;Bia?ystok;GISCO OSM;1;1;1;60
3289;1;86;51.17539689;22.46596666;51.28145385;22.65907035;51.23850451;22.56071837;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Lublin;Lublin;GISCO OSM;1;1;1;64
3290;1;19;-33.9536463;18.83794051;-33.90155385;18.89753766;-33.9273701;18.86124748;South Africa;ZAF;0;1;South Africa;ZAF;Africa;Southern Africa;Stellenbosch;Stellenbosch;GISCO OSM;0;0;1;0
3291;2;4;12.37058588;17.04798735;12.38690753;17.0688935;12.37874666;17.05844011;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Bokoro;Bokoro;GISCO OSM;1;1;1;4
3292;1;20;43.11028226;20.46573558;43.17405653;20.54432927;43.13988866;20.50930688;Serbia;SRB;0;1;Serbia;SRB;Europe;Southern Europe;Novi Pazar;Novi Pazar;GISCO OSM;0;1;1;0
3293;1;17;41.09119883;20.0556891;41.13621051;20.12207545;41.11211458;20.08453453;Albania;ALB;0;1;Albania;ALB;Europe;Southern Europe;Elbasan;Elbasan;GISCO OSM;0;1;1;0
3294;1;106;54.81514921;23.80424549;54.95440536;24.07611823;54.89733033;23.92992017;Lithuania;LTU;0;1;Lithuania;LTU;Europe;Northern Europe;Kaunas;Kaunas;GISCO OSM;1;1;1;92
3295;1;26;62.85355915;27.60737751;62.92932807;27.73495988;62.89018588;27.67366623;Finland;FIN;0;1;Finland;FIN;Europe;Northern Europe;Kuopio;Kuopio;GISCO OSM;0;0;0;0
3296;1;21;43.70343417;20.63886762;43.74915137;20.72633917;43.72324336;20.67845164;Serbia;SRB;0;1;Serbia;SRB;Europe;Southern Europe;Kraljevo;Kraljevo;GISCO OSM;0;1;1;0
3297;1;31;47.91112101;21.67489438;47.98636103;21.76706097;47.9501012;21.72587687;Hungary;HUN;0;1;Hungary;HUN;Europe;Eastern Europe;Ny¡regyh za;Ny¡regyh za;GISCO OSM;0;0;1;0
3298;1;50;47.49802057;21.56197829;47.56366017;21.68399085;47.53233691;21.62795143;Hungary;HUN;0;1;Hungary;HUN;Europe;Eastern Europe;Debrecen;Debrecen;GISCO OSM;0;1;1;0
3299;1;15;42.36503742;20.39809717;42.41038401;20.46482743;42.3840815;20.42952154;Kosovo;XKO;0;1;Kosovo;XKO;Europe;Southern Europe;Gjakov‰;Gjakov‰;GISCO OSM;0;0;1;0
3300;1;63;45.70914998;21.14106874;45.80178612;21.289446;45.74906474;21.22832265;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Timi?oara;Timi?oara;GISCO OSM;1;1;1;60
3301;1;40;46.13575197;21.26738174;46.21936071;21.37803385;46.18080193;21.32123797;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Arad;Arad;GISCO OSM;1;1;1;34
3302;1;46;-33.74534832;18.95597353;-33.63259992;19.02708297;-33.69782882;18.9916269;South Africa;ZAF;0;1;South Africa;ZAF;Africa;Southern Africa;Paarl;Paarl;;;;;
3303;1;28;55.70346318;24.28989837;55.76361315;24.40029421;55.7331759;24.34898533;Lithuania;LTU;0;1;Lithuania;LTU;Europe;Northern Europe;Panev??ys;Panev??ys;GISCO OSM;1;1;1;24
3304;1;40;43.97793307;20.84354371;44.0420507;20.96391993;44.00746977;20.9059143;Serbia;SRB;0;1;Serbia;SRB;Europe;Southern Europe;Kragujevac;Kragujevac;GISCO OSM;1;1;1;33
3305;1;19;-4.84673495;17.0192396;-4.790044361;17.06911209;-4.817110694;17.04007097;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Kenge;Kenge;GISCO OSM;1;1;1;17
3306;1;6;8.276643679;17.12258298;8.301004487;17.15292929;8.29017739;17.13611864;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Kokanti;Kokanti;;;;;
3307;1;7;-12.15843979;17.26146688;-12.13396558;17.29247598;-12.14853345;17.2783464;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Catabola;Catabola;GISCO OSM;1;1;1;5
3308;1;2;8.625871235;17.18217904;8.642117347;17.192684;8.633994258;17.18743134;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;??????? Bedjomo;??????? Bedjomo;;;;;
3309;1;19;54.37862316;23.98755389;54.43804886;24.07889195;54.40181629;24.03336845;Lithuania;LTU;0;1;Lithuania;LTU;Europe;Northern Europe;Alytus;Alytus;GISCO OSM;1;1;1;17
3310;1;53;53.63842695;23.7739768;53.72699701;23.88850623;53.67750448;23.83157399;Belarus;BLR;0;1;Belarus;BLR;Europe;Eastern Europe;Hrodna;Hrodna;GISCO OSM;1;1;1;47
3311;1;22;42.19283154;20.67771954;42.24719338;20.77582095;42.22495233;20.72968343;Kosovo;XKO;0;1;Kosovo;XKO;Europe;Southern Europe;Prizren;Prizren;GISCO OSM;0;1;1;0
3312;1;17;42.85543211;20.8305136;42.90091221;20.89682416;42.87870566;20.86214466;Kosovo;XKO;0;1;Kosovo;XKO;Europe;Southern Europe;Mitrovic‰;Mitrovic‰;GISCO OSM;0;1;1;0
3313;1;37;48.58030766;22.24207589;48.65591342;22.34304098;48.61925472;22.29702879;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Uzhhorod;Uzhhorod;GISCO OSM;1;1;1;28
3314;1;43;47.02070036;21.84715024;47.10481774;21.99741779;47.06470913;21.92455027;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Oradea;Oradea;GISCO OSM;1;1;1;38
3315;1;10;-12.03607731;17.45857256;-12.00345092;17.49936023;-12.02057959;17.4761279;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Camacupa;Camacupa;GISCO OSM;1;1;1;7
3316;1;72;68.8660459;32.98885939;69.0546259;33.16040673;68.95535364;33.0786448;Russia;RUS;0;1;Russia;RUS;Europe;Eastern Europe;Murmansk;Murmansk;GISCO OSM;1;1;1;67
3317;2;2;12.84407409;17.55394562;12.86040728;17.56478637;12.85224064;17.55936577;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Yao;Yao;GISCO OSM;0;1;1;0
3318;1;41;-14.69242623;17.64804158;-14.61871016;17.72096529;-14.66056135;17.6861244;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Menongue;Menongue;GISCO OSM;1;1;1;23
3319;1;29;-3.349029892;17.34923808;-3.28428689;17.40943042;-3.317076785;17.37946663;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Bandundu;Bandundu;GISCO OSM;1;1;1;24
3320;1;20;-33.67595809;19.41957578;-33.61525895;19.47547554;-33.64907505;19.44953654;South Africa;ZAF;0;1;South Africa;ZAF;Africa;Southern Africa;Worcester;Worcester;GISCO OSM;0;0;1;0
3321;1;17;41.77663392;20.87316228;41.81278479;20.93858923;41.79550585;20.90651925;Macedonia;MKD;0;1;Macedonia;MKD;Europe;Southern Europe;Gostivar;Gostivar;GISCO OSM;1;1;1;8
3322;1;13;8.902091927;17.52204176;8.93459368;17.56297709;8.917405115;17.54506699;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Koumra;Koumra;GISCO OSM;1;1;1;10
3323;1;53;42.60097361;21.07252702;42.70089303;21.20299129;42.64886919;21.15519409;Kosovo;XKO;0;1;Kosovo;XKO;Europe;Southern Europe;Pristina;Pristina;GISCO OSM;0;1;1;0
3324;1;16;41.97555823;20.9360584;42.03890094;21.0091513;42.00496442;20.97137276;Macedonia;MKD;0;1;Macedonia;MKD;Europe;Southern Europe;Tetovo;Tetovo;GISCO OSM;1;1;1;11
