ID_HDC_G0;QA2_1V;AREA;BBX_LATMN;BBX_LONMN;BBX_LATMX;BBX_LONMX;GCPNT_LAT;GCPNT_LON;CTR_MN_NM;CTR_MN_ISO;XBRDR;XCTR_NBR;XC_NM_LST;XC_ISO_LST;GRGN_L1;GRGN_L2;UC_NM_MN;UC_NM_LST;UC_NM_SRC;H75_NBR;H90_NBR;H00_NBR;H75_AREA
3325;1;78;52.04581653;23.61980051;52.15262624;23.80549633;52.10431369;23.7140282;Belarus;BLR;1;2;Belarus;;;;;;;;;;
3326;1;14;43.54809265;21.29021293;43.59376582;21.35321411;43.575495;21.32766503;Serbia;SRB;0;1;Serbia;SRB;Europe;Southern Europe;Kru?evac;Kru?evac;GISCO OSM;1;1;1;14
3327;1;15;42.35596957;21.12540272;42.39224391;21.18754058;42.37380348;21.15575768;Kosovo;XKO;0;1;Kosovo;XKO;Europe;Southern Europe;Ferizaj;Ferizaj;GISCO OSM;0;0;1;0
3328;1;20;51.1175855;23.42708717;51.15612346;23.56057485;51.13588955;23.48684703;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Che?m;Che?m;GISCO OSM;1;1;1;20
3329;1;24;48.41978405;22.66665605;48.46697737;22.76485378;48.44023249;22.7164699;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Mukachevo;Mukachevo;;;;;
3330;1;6;8.325365875;17.75639858;8.357848627;17.77716873;8.341607122;17.76522321;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;??????? Mo‹ssala;??????? Mo‹ssala;GISCO OSM;1;1;1;5
3331;1;20;39.62106853;20.81481046;39.69250672;20.87849955;39.66124911;20.84808854;Greece;GRC;0;1;Greece;GRC;Europe;Southern Europe;Ioannina;Ioannina;GISCO OSM;1;1;1;14
3332;1;112;41.94841856;21.30168163;42.06605503;21.52345545;42.00698426;21.42430908;Macedonia;MKD;0;1;Macedonia;MKD;Europe;Southern Europe;Skopje;Skopje;GISCO OSM;1;1;1;83
3333;1;12;42.43759784;21.44593719;42.48296402;21.49220578;42.4610355;21.46817096;Kosovo;XKO;0;1;Kosovo;XKO;Europe;Southern Europe;Gjilan;Gjilan;GISCO OSM;0;0;0;0
3334;1;29;58.33226349;26.66996177;58.40427709;26.77963886;58.36932786;26.72189502;Estonia;EST;0;1;Estonia;EST;Europe;Northern Europe;Tartu;Tartu;GISCO OSM;0;0;1;0
3335;1;19;47.76076226;22.84226264;47.81712789;22.91660611;47.7896839;22.87626539;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Satu Mare;Satu Mare;GISCO OSM;1;1;1;19
3336;1;11;-8.78834447;17.96977337;-8.755847659;18.01094718;-8.768033835;17.99343567;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Cafunfo;Cafunfo;GISCO OSM;0;0;1;0
3337;1;16;41.91223904;21.46259675;41.94841856;21.5503563;41.92976254;21.50976248;Macedonia;MKD;0;1;Macedonia;MKD;Europe;Southern Europe;Drachevo;Drachevo;;;;;
3338;1;19;41.01020683;21.29193513;41.05519778;21.36692255;41.03222728;21.33623806;Macedonia;MKD;0;1;Macedonia;MKD;Europe;Southern Europe;Bitola;Bitola;GISCO OSM;1;1;1;15
3339;1;101;54.62643909;25.17970269;54.76545745;25.35164999;54.69174814;25.25848596;Lithuania;LTU;0;1;Lithuania;LTU;Europe;Northern Europe;Vilnius;Vilnius;GISCO OSM;1;1;1;76
3340;1;37;43.30167964;21.85202826;43.34728351;21.98579137;43.32127542;21.9101048;Serbia;SRB;0;1;Serbia;SRB;Europe;Southern Europe;Ni?;Ni?;GISCO OSM;1;1;1;31
3341;1;6;11.97082605;18.19527211;11.99529456;18.22629438;11.98034148;18.21252518;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;?????? Bitkine;?????? Bitkine;GISCO OSM;0;1;1;0
3342;1;19;49.33827167;23.46514501;49.37628239;23.56213939;49.35502506;23.51158501;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Drohobych;Drohobych;GISCO OSM;1;1;1;18
3343;1;21;42.11132149;21.67486686;42.16565717;21.75280298;42.13568414;21.71563024;Macedonia;MKD;0;1;Macedonia;MKD;Europe;Southern Europe;Kumanovo;Kumanovo;GISCO OSM;1;1;1;13
3344;1;12;41.32538594;21.52315704;41.3614426;21.57459584;41.34716928;21.54877758;Macedonia;MKD;0;1;Macedonia;MKD;Europe;Southern Europe;Prilep;Prilep;GISCO OSM;1;1;1;11
3345;1;5;13.20349899;18.32073419;13.21984125;18.35154699;13.21248718;18.33801755;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Ati;Ati;GISCO OSM;1;1;1;3
3346;1;15;42.97370641;21.91192478;43.0192191;21.97660384;42.99524752;21.9450084;Serbia;SRB;0;1;Serbia;SRB;Europe;Southern Europe;Leskovac;Leskovac;GISCO OSM;1;1;1;15
3347;1;6;2.030170221;18.04680412;2.062528846;18.0668794;2.043652951;18.05521536;Republic of Congo;COG;0;1;Republic of Congo;COG;Africa;Middle Africa;Dongou;Dongou;;;;;
3348;1;14;1.569084889;18.04420748;1.633796008;18.07423699;1.608373689;18.05917147;Republic of Congo;COG;0;1;Republic of Congo;COG;Africa;Middle Africa;Impfondo;Impfondo;GISCO OSM;0;0;0;0
3349;1;160;31.9909393;20.01152299;32.18906365;20.2025144;32.09482668;20.1014097;Libya;LBY;0;1;Libya;LBY;Africa;Northern Africa;Benghazi;Benghazi;GISCO OSM;1;1;1;79
3350;1;13;50.71364717;24.14542359;50.7616675;24.201652;50.73617752;24.17465215;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Novovolynsk;Novovolynsk;GISCO OSM;0;1;1;0
3351;1;120;49.77605453;23.89557899;49.89049838;24.12753631;49.83580718;24.01918216;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Lviv;Lviv;GISCO OSM;1;1;1;100
3352;1;26;9.11337326;18.35403329;9.178392473;18.41359691;9.147132668;18.38011686;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Sarh;Sarh;GISCO OSM;1;1;1;20
3353;1;30;0.016175358;18.21941655;0.064701438;18.28926547;0.039629629;18.25799897;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Mbandaka;Mbandaka;GISCO OSM;1;1;1;24
3354;1;17;49.23379804;23.79107859;49.28127592;23.87500577;49.26032772;23.83605993;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Stryi;Stryi;GISCO OSM;1;1;1;15
3355;1;18;50.33970729;24.19349318;50.416324;24.26795241;50.38279857;24.22571379;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Chervonohrad;Chervonohrad;;;;;
3356;1;24;44.60189251;22.58802612;44.6478698;22.70351063;44.62794465;22.64127657;Romania;ROU;1;2;Romania;;;;;;;;;;
3357;1;23;47.63871419;23.51326458;47.67625618;23.62815024;47.65442348;23.56983759;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Baia Mare;Baia Mare;GISCO OSM;1;1;1;20
3358;1;20;30.72841809;20.19678011;30.77982529;20.25493535;30.75540557;20.22274649;Libya;LBY;0;1;Libya;LBY;Africa;Northern Africa;Ajdabiya;Ajdabiya;GISCO OSM;0;0;1;0
3359;1;23;51.19467328;24.65450628;51.25252029;24.7513208;51.22044962;24.70347862;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Kovel;Kovel;GISCO OSM;0;1;1;0
3360;2;2;8.73959966;18.54213585;8.755847659;18.55268549;8.747723626;18.54741048;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Danamadji;Danamadji;;;;;
3361;1;7;12.16659805;18.67941556;12.19923205;18.70071886;12.18466311;18.69068801;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Mongo;Mongo;GISCO OSM;1;1;1;6
3362;1;20;55.85390172;26.49063921;55.90409514;26.58532579;55.87899547;26.54086852;Latvia;LVA;0;1;Latvia;LVA;Europe;Northern Europe;Daugavpils;Daugavpils;GISCO OSM;1;1;1;19
3363;1;103;4.320389587;18.50204547;4.474229151;18.6018787;4.38866078;18.54393061;Central African Republic;CAF;1;2;Central African Republic;;;;;;;;;;
3364;1;8;3.041514697;18.50498558;3.08197523;18.52530437;3.06174489;18.51634957;Republic of Congo;COG;0;1;Republic of Congo;COG;Africa;Middle Africa;B‚tou;B‚tou;GISCO OSM;0;0;0;0
3365;1;8;17.90487447;19.08514035;17.94608948;19.11875747;17.92548152;19.10066072;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Faya-Largeau;Faya-Largeau;GISCO OSM;0;0;0;0
3366;1;9;4.360872506;18.59200679;4.385162659;18.63211382;4.37391718;18.61262932;Central African Republic;CAF;0;1;Central African Republic;CAF;Africa;Middle Africa;Badokwa;Badokwa;GISCO OSM;0;0;0;0
3367;1;61;46.73133736;23.52171113;46.80595635;23.7011496;46.77223544;23.60410484;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Cluj-Napoca;Cluj-Napoca;GISCO OSM;1;1;1;49
3368;2;3;8.227923789;18.69760524;8.244163497;18.71816257;8.234690303;18.70951781;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Moyenne Sido;Moyenne Sido;GISCO OSM;0;0;0;0
3369;1;51;38.18912469;21.6911296;38.30434931;21.79381746;38.23786521;21.74510003;Greece;GRC;0;1;Greece;GRC;Europe;Southern Europe;Patras;Patras;GISCO OSM;1;1;1;39
3370;1;19;32.47361401;20.79842891;32.50812797;20.85759702;32.49018917;20.82736632;Libya;LBY;0;1;Libya;LBY;Africa;Northern Africa;Marj;Marj;GISCO OSM;0;1;1;0
3371;1;67;-5.089715519;18.76369123;-5.000618651;18.86356495;-5.044441152;18.81325427;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Kikwit;Kikwit;GISCO OSM;1;1;1;33
3372;1;7;9.438515286;18.92699545;9.46290562;18.95773513;9.45071037;18.94510175;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;????? Kyab‚;????? Kyab‚;GISCO OSM;1;1;1;4
3373;1;50;53.0986346;25.93881578;53.16719657;26.09362708;53.12918869;26.01781039;Belarus;BLR;0;1;Belarus;BLR;Europe;Eastern Europe;Baranovichi;Baranovichi;GISCO OSM;1;1;1;37
3374;2;10;-7.318891697;18.94254335;-7.2783271;18.9728389;-7.296175349;18.95583383;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Kahemba;Kahemba;GISCO OSM;1;1;1;10
3375;1;66;50.69444411;25.25697618;50.79048841;25.42291647;50.74944242;25.33756662;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Lutsk;Lutsk;GISCO OSM;1;1;1;46
3376;1;49;48.882983;24.65173333;48.95875749;24.77429949;48.92076828;24.71121178;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Ivano-Frankivsk;Ivano-Frankivsk;GISCO OSM;1;1;1;38
3377;1;33;39.59428633;22.37710572;39.66571416;22.4610578;39.62715594;22.4190534;Greece;GRC;0;1;Greece;GRC;Europe;Southern Europe;Larissa;Larissa;GISCO OSM;1;1;1;25
3378;1;45;57.77850463;28.25387948;57.8501128;28.41221697;57.81475691;28.33777905;Russia;RUS;0;1;Russia;RUS;Europe;Eastern Europe;Pskov;Pskov;GISCO OSM;1;1;1;43
3379;1;8;1.601440351;19.09208222;1.625707075;19.12216349;1.612562586;19.1083642;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Makanza;Makanza;GISCO OSM;0;0;1;0
3380;1;26;54.27965025;26.79172697;54.3291258;26.911734;54.30742999;26.84824592;Belarus;BLR;0;1;Belarus;BLR;Europe;Eastern Europe;Maladzie?na;Maladzie?na;GISCO OSM;1;1;1;19
3381;1;205;42.61005472;23.21277251;42.76450935;23.43673057;42.68535839;23.32534196;Bulgaria;BGR;0;1;Bulgaria;BGR;Europe;Eastern Europe;Sofia;Sofia;GISCO OSM;1;1;1;156
3382;1;39;52.10406471;26.01504864;52.16234088;26.18108331;52.13158052;26.08993512;Belarus;BLR;0;1;Belarus;BLR;Europe;Eastern Europe;Pinsk;Pinsk;GISCO OSM;1;1;1;25
3383;2;70;59.92927802;29.62517416;60.06535074;30.00568405;60.00162553;29.79643259;Russia;RUS;0;1;Russia;RUS;Europe;Eastern Europe;Kronstadt;Kronstadt;GISCO OSM;0;0;0;0
3384;1;117;40.54297727;22.83712637;40.71355342;23.00877063;40.64205734;22.93707309;Greece;GRC;0;1;Greece;GRC;Europe;Southern Europe;Thessaloniki;Thessaloniki;GISCO OSM;1;1;1;99
3385;1;29;45.76472481;24.09396556;45.82032021;24.1938887;45.79267969;24.14246317;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Sibiu;Sibiu;GISCO OSM;1;1;1;25
3386;1;53;44.28042882;23.73348329;44.35384828;23.86165316;44.31895246;23.79897626;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Craiova;Craiova;GISCO OSM;1;1;1;46
3387;1;21;48.50474371;24.99260389;48.54252047;25.0958258;48.52655402;25.04187542;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Kolomyia;Kolomyia;GISCO OSM;0;1;1;0
3388;2;2;12.35426463;19.60847867;12.37058588;19.61935836;12.36242521;19.61391828;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Mangalm‚;Mangalm‚;GISCO OSM;0;1;1;0
3389;1;26;59.85609182;29.80481919;59.90836172;29.95861082;59.87900649;29.88530918;Russia;RUS;0;1;Russia;RUS;Europe;Eastern Europe;Peterhof;Peterhof;GISCO OSM;0;0;1;0
3390;1;7;13.28521447;19.67360825;13.30973116;19.70486749;13.29513778;19.68932526;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Umm Hajar;Umm Hajar;GISCO OSM;0;1;1;0
3391;2;14;42.71906664;23.47946237;42.76450935;23.56192912;42.74503238;23.52319687;Bulgaria;BGR;0;1;Bulgaria;BGR;Europe;Eastern Europe;Buhovo;Buhovo;GISCO OSM;0;1;1;0
3392;1;31;46.50770948;24.49311901;46.57289891;24.60447127;46.53879851;24.55009121;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Tƒrgu Mure?;Tƒrgu Mure?;GISCO OSM;1;1;1;29
3393;1;25;39.3445055;22.86542604;39.38908462;22.98066959;39.36964681;22.93464099;Greece;GRC;0;1;Greece;GRC;Europe;Southern Europe;Volos;Volos;GISCO OSM;1;1;1;25
3394;1;40;49.51891947;25.54137665;49.5950554;25.65225515;49.55840951;25.59446064;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Ternopil;Ternopil;GISCO OSM;1;1;1;36
3395;1;26;32.74122839;21.70614283;32.78442034;21.79764558;32.7614944;21.75274097;Libya;LBY;0;1;Libya;LBY;Africa;Northern Africa;Bayda;Bayda;GISCO OSM;1;1;1;14
3396;1;527;59.78296388;30.07293018;60.08630302;30.60465044;59.92075415;30.33491092;Russia;RUS;0;1;Russia;RUS;Europe;Eastern Europe;Saint Petersburg;Saint Petersburg;GISCO OSM;1;1;1;490
3397;1;16;-4.984419722;19.56175168;-4.93582385;19.61190473;-4.960121615;19.58800403;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Idiofa;Idiofa;GISCO OSM;1;1;1;14
3398;1;14;-28.46792025;21.18927225;-28.42545025;21.23461363;-28.44971803;21.21381894;South Africa;ZAF;0;1;South Africa;ZAF;Africa;Southern Africa;Upington;Upington;GISCO OSM;0;0;0;0
3399;1;45;-11.81587838;19.85601876;-11.75064731;19.95638686;-11.78154073;19.90601423;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Luena;Luena;GISCO OSM;0;0;1;0
3400;1;21;-34.18821152;22.06226196;-34.15344566;22.15488178;-34.17600147;22.1082614;South Africa;ZAF;0;1;South Africa;ZAF;Africa;Southern Africa;Mossel Bay;Mossel Bay;GISCO OSM;0;0;0;0
3401;1;265;53.8057834;27.40683658;53.97338511;27.7347984;53.89104161;27.57441764;Belarus;BLR;0;1;Belarus;BLR;Europe;Eastern Europe;Minsk;Minsk;GISCO OSM;1;1;1;186
3402;1;38;50.59847224;26.18571197;50.66564496;26.29826091;50.62624614;26.24338156;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Rivne;Rivne;GISCO OSM;1;1;1;32
3403;1;37;3.211452934;19.74548411;3.276194129;19.81559302;3.245026294;19.78028286;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Gemena;Gemena;GISCO OSM;1;1;1;20
3404;1;19;44.40893535;24.33748829;44.45485599;24.4089053;44.42947714;24.37464626;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Slatina;Slatina;GISCO OSM;1;1;1;18
3405;1;23;59.68902747;30.3476446;59.74120256;30.4852291;59.71919469;30.40942831;Russia;RUS;0;1;Russia;RUS;Europe;Eastern Europe;Pushkin;Pushkin;GISCO OSM;0;1;1;0
3406;1;12;1.205098226;19.77868334;1.237451759;19.81859996;1.221274974;19.79618349;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Basankusu;Basankusu;GISCO OSM;1;1;1;6
3407;1;12;-33.61525895;22.20203471;-33.58058097;22.26068991;-33.59864176;22.22821204;South Africa;ZAF;0;1;South Africa;ZAF;Africa;Southern Africa;Oudtshoorn;Oudtshoorn;GISCO OSM;0;0;0;0
3408;1;40;59.72032898;30.51272704;59.80385165;30.67533898;59.76521301;30.59743855;Russia;RUS;0;1;Russia;RUS;Europe;Eastern Europe;Kolpino;Kolpino;GISCO OSM;1;1;1;35
3409;2;15;55.48320165;28.51019577;55.53322146;28.60070357;55.5142112;28.56256494;Belarus;BLR;0;1;Belarus;BLR;Europe;Eastern Europe;Achotnica;Achotnica;;;;;
3410;1;31;-34.02312161;22.44303081;-33.94496339;22.5076525;-33.98684051;22.47471807;South Africa;ZAF;0;1;South Africa;ZAF;Africa;Southern Africa;George;George;GISCO OSM;0;0;1;0
3411;1;30;44.83191487;24.81510638;44.89638225;24.91637038;44.86291725;24.86377862;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Pite?ti;Pite?ti;GISCO OSM;1;1;1;27
3412;1;7;11.02534219;20.26740893;11.05792515;20.29838436;11.04105166;20.28431336;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Am Timan;Am Timan;GISCO OSM;1;1;1;5
3413;1;79;48.24059688;25.86564037;48.36317345;26.00712323;48.30091672;25.94052466;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Chernivtsi;Chernivtsi;GISCO OSM;1;1;1;68
3414;1;20;43.39290016;24.56957179;43.44765703;24.66464061;43.41799477;24.61353643;Bulgaria;BGR;0;1;Bulgaria;BGR;Europe;Eastern Europe;Pleven;Pleven;GISCO OSM;1;1;1;20
3415;1;45;-9.69871325;20.34349969;-9.641788415;20.44446523;-9.667178243;20.39450694;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Saurimo;Saurimo;GISCO OSM;1;1;1;17
3416;1;21;38.43738619;23.56609759;38.49950151;23.64306161;38.46886389;23.60718987;Greece;GRC;0;1;Greece;GRC;Europe;Southern Europe;Chalkida;Chalkida;GISCO OSM;0;0;1;0
3417;1;20;54.08196498;28.28083983;54.12147436;28.38264174;54.09826093;28.33655782;Belarus;BLR;0;1;Belarus;BLR;Europe;Eastern Europe;Zhodzina;Zhodzina;GISCO OSM;0;0;0;0
3418;1;6;3.316658188;20.295917;3.340936928;20.32598446;3.330146348;20.30930312;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Karawa;Karawa;GISCO OSM;0;0;0;0
3419;1;19;32.73259095;22.59619345;32.77578132;22.68232694;32.75964083;22.64265819;Libya;LBY;0;1;Libya;LBY;Africa;Northern Africa;Derna;Derna;GISCO OSM;0;1;1;0
3420;1;438;37.82616991;23.54329168;38.14482574;23.8912326;37.9999031;23.74268788;Greece;GRC;0;1;Greece;GRC;Europe;Southern Europe;Athens;Athens;;;;;
3421;1;42;54.18076434;28.45250497;54.26975775;28.56324678;54.22666486;28.50780058;Belarus;BLR;0;1;Belarus;BLR;Europe;Eastern Europe;Barysaw;Barysaw;GISCO OSM;1;1;1;32
3422;1;23;13.80844559;20.79810945;13.8493417;20.87013742;13.83031578;20.83266025;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Ab‚ch‚;Ab‚ch‚;GISCO OSM;1;1;1;9
3423;1;48;45.60731605;25.55018818;45.6906296;25.66508025;45.65108849;25.60876035;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Brasov;Brasov;GISCO OSM;1;1;1;44
3424;2;10;2.369948915;20.48527689;2.402310385;20.52528358;2.382893468;20.50728422;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Binga;Binga;GISCO OSM;0;0;0;0
3425;1;30;48.65591342;26.53621172;48.72210286;26.62669077;48.68963449;26.58508574;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Kamianets-Podilskyi;Kamianets-Podilskyi;GISCO OSM;1;1;1;24
3426;1;20;47.62933026;26.21056459;47.68564324;26.30498583;47.66311535;26.25698545;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Suceava;Suceava;GISCO OSM;1;1;1;12
3427;1;54;42.09321346;24.6785901;42.18377293;24.80763077;42.13999648;24.75281393;Bulgaria;BGR;0;1;Bulgaria;BGR;Europe;Eastern Europe;Plovdiv;Plovdiv;GISCO OSM;1;1;1;46
3428;2;4;14.52043675;20.91944031;14.53681449;20.94075845;14.52862556;20.93009899;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Biltine;Biltine;GISCO OSM;0;0;1;0
3429;1;17;44.89638225;25.43118923;44.9516614;25.49560318;44.9204967;25.45933032;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Tƒrgovi?te;Tƒrgovi?te;GISCO OSM;1;1;1;17
3430;1;15;-4.352775856;20.57033838;-4.312293103;20.62058705;-4.332534376;20.59286496;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Ilebo;Ilebo;GISCO OSM;0;1;1;0
3431;1;63;49.37628239;26.90040179;49.46184624;27.06676946;49.41890652;26.98522753;Ukraine;UKR;0;1;Ukraine;UKR;Europe;Eastern Europe;Khmelnytskyi;Khmelnytskyi;GISCO OSM;1;1;1;55
3432;1;9;-8.44718155;20.7128406;-8.406574699;20.75248247;-8.426877921;20.7353175;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Lucapa;Lucapa;GISCO OSM;0;0;0;0
3433;1;11;5.745943472;20.64857688;5.786460522;20.68879522;5.765465185;20.67094416;Central African Republic;CAF;0;1;Central African Republic;CAF;Africa;Middle Africa;Bambari;Bambari;GISCO OSM;0;0;0;0
3434;1;48;-6.475426961;20.72405648;-6.394354141;20.83423754;-6.42526257;20.78494259;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Tshikapa;Tshikapa;GISCO OSM;1;1;1;30
3435;1;32;-7.424366278;20.79117522;-7.335117931;20.85111548;-7.381262522;20.82392901;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Dundo;Dundo;GISCO OSM;0;0;1;0
3436;1;50;58.49694466;31.20538895;58.58970116;31.33976194;58.5470221;31.27313458;Russia;RUS;0;1;Russia;RUS;Europe;Eastern Europe;Veliky Novgorod;Veliky Novgorod;GISCO OSM;1;1;1;49
3437;1;20;46.89928411;26.32448959;46.95530969;26.41994122;46.9296286;26.37737267;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Piatra Neam?;Piatra Neam?;GISCO OSM;1;1;1;20
3438;1;18;47.72319774;26.61981879;47.76076226;26.69953062;47.74458741;26.66377911;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Boto?ani;Boto?ani;GISCO OSM;1;1;1;16
3439;1;13;41.11820445;24.85594605;41.14521423;24.91972037;41.13032371;24.88857043;Greece;GRC;0;1;Greece;GRC;Europe;Southern Europe;Xanthi;Xanthi;GISCO OSM;0;0;0;0
3440;1;5;3.349029892;20.86555947;3.365215897;20.89573799;3.357932182;20.87866152;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Businga;Businga;GISCO OSM;0;0;1;0
3441;1;6;-0.299244647;20.86367391;-0.274981493;20.89362542;-0.284417162;20.880314;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Boende;Boende;GISCO OSM;0;1;1;0
3442;1;40;44.90559406;25.96829852;44.97009218;26.10965161;44.93830046;26.02974432;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Ploie?ti;Ploie?ti;GISCO OSM;1;1;1;36
3443;1;9;4.263714889;20.98931641;4.304196651;21.01957542;4.283955667;21.00229313;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Gbadolite;Gbadolite;GISCO OSM;0;0;1;0
3444;1;252;44.35384828;25.95906764;44.50997851;26.24008687;44.43524697;26.10496247;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Bucharest;Bucharest;GISCO OSM;1;1;1;213
3445;1;28;56.30650232;30.48108392;56.36699647;30.60173371;56.33962573;30.53772648;Russia;RUS;0;1;Russia;RUS;Europe;Eastern Europe;Velikiye Luki;Velikiye Luki;GISCO OSM;1;1;1;28
3446;2;4;12.21554963;21.40342293;12.23186759;21.42447901;12.22370856;21.41395063;Chad;TCD;0;1;Chad;TCD;Africa;Middle Africa;Goz Be‹da;Goz Be‹da;;;;;
3447;1;22;35.48716155;23.99799137;35.53088572;24.08704252;35.50504763;24.03774104;Greece;GRC;0;1;Greece;GRC;Europe;Southern Europe;Chania;Chania;GISCO OSM;0;0;1;0
3448;1;55;43.81317731;25.91503006;43.93215054;26.03286643;43.86816024;25.96927276;Bulgaria;BGR;1;2;Bulgaria;;;;;;;;;;
3449;1;60;53.08884331;29.13293303;53.20639288;29.26606279;53.14923598;29.20803639;Belarus;BLR;0;1;Belarus;BLR;Europe;Eastern Europe;Babruysk;Babruysk;GISCO OSM;1;1;1;54
3450;1;81;55.15364964;30.10305065;55.24342828;30.28291693;55.19052506;30.19599024;Belarus;BLR;0;1;Belarus;BLR;Europe;Eastern Europe;Vitebsk;Vitebsk;GISCO OSM;1;1;1;66
3451;1;21;42.39224391;25.5812671;42.44667009;25.66328823;42.42010273;25.62879908;Bulgaria;BGR;0;1;Bulgaria;BGR;Europe;Eastern Europe;Stara Zagora;Stara Zagora;GISCO OSM;1;1;1;20
3452;2;6;-6.645696191;21.33057469;-6.621370646;21.35126334;-6.633533361;21.34091856;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Kakumba;Kakumba;GISCO OSM;0;0;0;0
3453;1;38;46.50770948;26.86826786;46.60084613;26.954537;46.56088815;26.91559172;Romania;ROU;0;1;Romania;ROU;Europe;Eastern Europe;Bac?u;Bac?u;GISCO OSM;1;1;1;38
3454;1;5;-5.365136089;21.40982657;-5.340832394;21.43036128;-5.35136395;21.42105896;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Lwebo;Lwebo;GISCO OSM;0;0;0;0
