X.U.FEFF.ID_HDC_G0;QA2_1V;AREA;BBX_LATMN;BBX_LONMN;BBX_LATMX;BBX_LONMX;GCPNT_LAT;GCPNT_LON;CTR_MN_NM;CTR_MN_ISO;XBRDR;XCTR_NBR;XC_NM_LST;XC_ISO_LST;GRGN_L1;GRGN_L2;UC_NM_MN;UC_NM_LST;UC_NM_SRC;H75_NBR;H90_NBR;H00_NBR;H75_AREA;H90_AREA;H00_AREA;E_BM_NM_LST;E_SL_LST;EL_AV_ALS;E_KG_NM_LST;E_RB_NM_LST;E_WR_P_90;E_WR_P_00;E_WR_P_14;E_WR_T_90;E_WR_T_00;E_WR_T_14
2981;1;29;11.70988089;11.93836773;11.76695452;12.01945677;11.7409475;11.97043952;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Damaturu;Damaturu;GISCO OSM;0;0;1;0;0;12;Tropical and subtropical grasslands, savannas, and shrublands;Arenosols;377.4360323;Steppe (semi-arid), and  Hot arid;Lake Chad;613.0249939;707.2250214;703.3750153;27.23154068;27.45264673;27.92007542
2983;2;5;9.902046587;11.91354216;9.918315323;11.94411982;9.90936748;11.93082656;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Guyuk;Guyuk;GISCO OSM;0;0;1;0;0;5;Tropical and subtropical grasslands, savannas, and shrublands;Vertisols;224.6528586;Steppe (semi-arid), and  Hot arid;Niger;943.9000092;988.3500214;876.9750214;27.33126211;27.42550707;27.84561348
2984;1;7;11.25345213;11.99668786;11.28604487;12.01751544;11.27149436;12.00776247;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Buni Yadi;Buni Yadi;GISCO OSM;0;1;1;0;6;7;Tropical and subtropical grasslands, savannas, and shrublands;Lixisols;444.9778729;Steppe (semi-arid), and  Hot arid;Niger;700.4250183;771.9000092;743.4750214;27.23920059;27.45563746;27.88331175
2985;1;24;-15.22510541;12.11742818;-15.17591374;12.18882717;-15.20016742;12.15069847;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Namibe;Namibe;GISCO OSM;0;0;1;0;0;15;Deserts and Xeric Shrublands;Calcisols;33.57096879;Desert (arid), and  Hot arid;NAN;74.25000095;122;122;21.02060032;21.21054506;20.93580008
2986;1;18;-4.806241487;11.88860294;-4.733355572;11.92937945;-4.765299035;11.9078299;Republic of Congo;COG;0;1;Republic of Congo;COG;Africa;Middle Africa;Mongo Kamba;Mongo Kamba;GISCO OSM;0;0;1;0;0;16;Tropical and subtropical grasslands, savannas, and shrublands;Arenosols;58.98827193;Tropical savannah with dry winter;NAN;1300.450012;1281.52504;1319.025024;25.63954306;25.73283529;25.75136232
2987;1;9;9.877644061;11.99355729;9.910180916;12.02413507;9.890749035;12.00783906;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Shellem;Shellem;GISCO OSM;1;1;1;4;4;5;Tropical and subtropical grasslands, savannas, and shrublands;Vertisols;181.9024306;Tropical savannah with dry winter;Niger;948.2750244;954.3249969;856.9250183;27.14042807;27.24473619;27.6756649
2989;1;25;50.01459236;15.71557632;50.06235229;15.82277069;50.03464939;15.76693784;Czech Republic;CZE;0;1;Czech Republic;CZE;Europe;Eastern Europe;Pardubice;Pardubice;GISCO OSM;1;1;1;25;25;25;Temperate Broadleaf and Mixed Forests;Urban. mining, etc.;224.0332562;Mild temperate, fully humid, and  Warm summer;Elbe River;534.2250214;653.5750122;636.6000061;9.140372515;9.553033829;10.02690816
2990;1;11;9.438515286;12.02432725;9.471035878;12.07481431;9.455144987;12.04326312;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Numan;Numan;GISCO OSM;0;1;1;0;5;7;Tropical and subtropical grasslands, savannas, and shrublands;Fluvisols;157.3938248;Tropical savannah with dry winter;Niger;1031.550003;1021.175034;904.3500214;27.71626806;27.79107189;28.19373989
2991;1;67;41.01020683;14.22449013;41.10020024;14.36967522;41.06386154;14.30727054;Italy;ITA;0;1;Italy;ITA;Europe;Southern Europe;Caserta;Caserta;GISCO OSM;1;1;1;66;66;66;Mediterranean Forests, Woodlands, and Scrub;Cambisols;56.28138988;Mild temperate with dry summer, and  Hot summer;NAN;663.7750244;635.6750183;706.4750061;14.20018911;14.86153078;15.14360619
2992;1;22;50.17704781;15.79278294;50.23443365;15.87589566;50.20965028;15.83794399;Czech Republic;CZE;0;1;Czech Republic;CZE;Europe;Eastern Europe;Hradec Kr lov‚;Hradec Kr lov‚;GISCO OSM;1;1;1;22;22;22;Temperate Broadleaf and Mixed Forests;Urban. mining, etc.;234.4298413;Mild temperate, fully humid, and  Warm summer;Elbe River;534.2250214;653.5750122;636.6000061;9.140372515;9.553033829;10.02690816
2993;1;9;9.03210561;12.04592684;9.072738554;12.07676607;9.053324817;12.06016302;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Maya Belwa;Maya Belwa;GISCO OSM;0;1;1;0;5;5;Tropical and subtropical grasslands, savannas, and shrublands;Lixisols;272.0183734;Tropical savannah with dry winter;Niger;1031.550003;1021.175034;904.3500214;27.71626806;27.79107189;28.19373989
2994;1;15;8.430938614;12.03378327;8.463424747;12.08432145;8.444203658;12.05513308;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Sangasumi;Sangasumi;GISCO OSM;1;1;1;9;11;11;Tropical and subtropical grasslands, savannas, and shrublands;Lixisols;496.3681879;Tropical savannah with dry winter;Niger;1282.924988;1233.675018;1167.950043;25.9959259;26.03292274;26.36592484
2995;1;8;2.920136557;11.96301135;2.960595368;11.99312982;2.940365892;11.97931856;Cameroon;CMR;0;1;Cameroon;CMR;Africa;Middle Africa;Sangm‚lima;Sangm‚lima;GISCO OSM;0;0;0;0;0;0;Tropical and Subtropical Moist Broadleaf Forests;Ferralsols;663.9938458;Tropical savannah with dry winter;Ntem;1687.175049;1979.750031;1576.725006;23.53005028;23.62934017;23.7658186
2996;1;16;51.37794757;16.15634754;51.42622251;16.22766033;51.40268613;16.1969153;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Lubin;Lubin;GISCO OSM;1;1;1;14;15;16;Temperate Broadleaf and Mixed Forests;Luvisols;137.8877214;Mild temperate, fully humid, and  Warm summer;Oder River;461.5000076;587.2250214;554.7000275;9.659374475;10.01574516;10.39527059
2997;1;16;10.58560567;12.16194328;10.63445319;12.21236593;10.61002906;12.18841517;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Biu;Biu;GISCO OSM;1;1;1;8;11;12;Tropical and subtropical grasslands, savannas, and shrublands;Phaeozems;762.2934675;Tropical savannah with dry winter;Niger;782.7250061;853.2000122;799.7749939;26.88937235;27.0476923;27.49294662
2998;1;20;51.18503471;16.12685857;51.23323498;16.23374744;51.20624054;16.17672244;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Legnica;Legnica;GISCO OSM;1;1;1;16;19;20;Temperate Broadleaf and Mixed Forests;Fluvisols;121.8486175;Mild temperate, fully humid, and  Warm summer;Oder River;461.5000076;587.2250214;554.7000275;9.659374475;10.01574516;10.39527059
2999;1;6;8.73959966;12.14048868;8.772095928;12.16108085;8.755847659;12.1523775;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Jada;Jada;GISCO OSM;0;0;1;0;0;6;Tropical and subtropical grasslands, savannas, and shrublands;Lixisols;396.7254593;Tropical savannah with dry winter;Niger;1159.824982;1100.275024;1036.350021;26.69826555;26.76879549;27.11981249
3000;1;73;47.01135702;15.38298687;47.12351718;15.49702878;47.05852789;15.43585539;Austria;AUT;0;1;Austria;AUT;Europe;Western Europe;Graz;Graz;GISCO OSM;1;1;1;49;62;66;Temperate Broadleaf and Mixed Forests;Cambisols;366.8866879;Mild temperate, fully humid, and  Warm summer;Danube;1183.100037;1089.625;1228.200012;6.596683264;7.390728354;7.782760859
3001;1;21;53.12801338;16.68859672;53.17699441;16.78959484;53.15250133;16.74703695;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Pi?a;Pi?a;GISCO OSM;1;1;1;18;18;20;Temperate Broadleaf and Mixed Forests;Fluvisols;65.90202221;Mild temperate, fully humid, and  Warm summer;Oder River;541.7249908;649.2250214;599.6750031;8.952428341;9.187774897;9.408256292
3002;1;65;-5.640604289;12.15851829;-5.52717028;12.25848405;-5.580208982;12.20206708;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Cabinda;Cabinda;GISCO OSM;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Ferralsols;26.95203349;Tropical savannah with dry winter;NAN;849.0500183;873.1500244;817.9750061;25.64040565;25.68760681;25.73982143
3004;1;48;50.73285312;16.22714242;50.82892649;16.34397246;50.78768609;16.28338463;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Wa?brzych;Wa?brzych;GISCO OSM;0;0;0;0;0;0;Temperate Broadleaf and Mixed Forests;Urban. mining, etc.;444.8768831;Mild temperate, fully humid, and  Warm summer;Oder River;635.0500031;800.3250122;763.375;7.982113361;8.353923798;8.793472171
3006;1;18;51.81310202;16.53984622;51.87123908;16.60950593;51.84378203;16.57766634;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Leszno;Leszno;GISCO OSM;0;1;1;0;17;17;Temperate Broadleaf and Mixed Forests;Podzols;93.33341196;Mild temperate, fully humid, and  Warm summer;Oder River;438.5500031;559.4750214;516.1500092;9.697307587;10.00851226;10.34801006
3008;1;52;9.227159875;12.37257507;9.292187094;12.4830458;9.263268171;12.43689229;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Jimeta;Jimeta;GISCO OSM;1;1;1;39;44;50;Tropical and subtropical grasslands, savannas, and shrublands;Lixisols;178.6702264;Tropical savannah with dry winter;Niger;1031.550003;1021.175034;904.3500214;27.71626806;27.79107189;28.19373989
3010;1;22;-5.956644368;12.33340851;-5.899914204;12.39336149;-5.927542252;12.36337494;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Moanda;Moanda;GISCO OSM;1;1;1;20;20;22;Tropical and subtropical grasslands, savannas, and shrublands;Arenosols;25.30343753;Tropical savannah with dry winter;NAN;849.0500183;873.1500244;817.9750061;25.64040565;25.68760681;25.73982143
3011;1;9;-6.151164962;12.35616403;-6.126848415;12.38655222;-6.139006635;12.37135774;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Soyo;Soyo;GISCO OSM;0;0;0;0;0;0;Mangroves;Fluvisols;8.301222461;Tropical savannah with dry winter;NAN;1110.700027;1148.725021;1082.75;25.44662762;25.48973084;25.53769827
3012;1;181;52.31788145;16.77659457;52.48336379;17.0418286;52.40097057;16.91828237;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Poznan;Poznan;GISCO OSM;1;1;1;138;153;167;Temperate Broadleaf and Mixed Forests;Urban. mining, etc.;78.62753576;Mild temperate, fully humid, and  Warm summer;Oder River;447.5500031;562.5999985;524.5500259;9.499876022;9.784442186;10.077878
3013;2;3;11.79957005;12.48606581;11.81587838;12.50674576;11.8090832;12.49475872;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Benisheikh;Benisheikh;GISCO OSM;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Arenosols;351.6139747;Steppe (semi-arid), and  Hot arid;Lake Chad;604.375;680.2500153;677.875;27.38473177;27.60943794;28.05211306
3014;1;22;37.04057928;14.19875572;37.08463194;14.2895465;37.06660923;14.24723099;Italy;ITA;0;1;Italy;ITA;Europe;Southern Europe;Gela;Gela;GISCO OSM;1;1;1;19;22;22;Mediterranean Forests, Woodlands, and Scrub;Cambisols;14.0108281;Mild temperate with dry summer, and  Hot summer;NAN;545.75;450.6250153;509.8000031;17.35607719;17.95387697;18.06974506
3015;1;15;50.81931588;16.45882864;50.8577627;16.52960352;50.84270297;16.49476779;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;?widnica;?widnica;GISCO OSM;1;1;1;13;15;15;Temperate Broadleaf and Mixed Forests;Fluvisols;230.7396548;Mild temperate, fully humid, and  Warm summer;Oder River;635.0500031;800.3250122;763.375;7.982113361;8.353923798;8.793472171
3016;1;23;46.51702047;15.60928822;46.57289891;15.69578284;46.54475457;15.65389329;Slovenia;SVN;0;1;Slovenia;SVN;Europe;Southern Europe;Maribor;Maribor;GISCO OSM;1;1;1;22;23;23;Temperate Broadleaf and Mixed Forests;Urban. mining, etc.;272.6577203;Mild temperate, fully humid, and  Warm summer;Danube;934.3000183;818.5500031;991.9000244;10.35728431;11.20633936;11.61690497
3017;1;29;44.07870095;15.19553409;44.15202682;15.27989655;44.11773012;15.23989644;Croatia;HRV;0;1;Croatia;HRV;Europe;Southern Europe;Zadar;Zadar;GISCO OSM;0;1;1;0;25;26;Mediterranean Forests, Woodlands, and Scrub;Leptosols;19.81623707;Mild temperate with dry summer, and  Hot summer;NAN;954.5250092;1201.775024;1250.150024;11.89424205;12.80020046;13.24286485
3018;1;19;9.178392473;12.46150977;9.219031795;12.52185606;9.200423042;12.48730922;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Yola;Yola;GISCO OSM;1;1;1;13;15;16;Tropical and subtropical grasslands, savannas, and shrublands;Lixisols;177.4230243;Tropical savannah with dry winter;Niger;1031.550003;1021.175034;904.3500214;27.71626806;27.79107189;28.19373989
3019;1;17;40.90227534;14.73575653;40.92925203;14.83327523;40.91417632;14.7782826;Italy;ITA;0;1;Italy;ITA;Europe;Southern Europe;Avellino;Avellino;GISCO OSM;1;1;1;13;17;17;Mediterranean Forests, Woodlands, and Scrub;Cambisols;392.9181582;Mild temperate with dry summer, and  Hot summer;NAN;642.7000122;615.8000031;594.4249878;13.99053073;14.65100002;14.90226507
3020;1;9;13.30155882;12.59203942;13.3342488;12.62326916;13.31472542;12.60881028;Niger;NER;0;1;Niger;NER;Africa;Western Africa;Diffa;Diffa;GISCO OSM;0;1;1;0;7;8;Tropical and subtropical grasslands, savannas, and shrublands;Fluvisols;306.4347695;Desert (arid), and  Hot arid;Lake Chad;328.4500046;354.5500031;400.4750061;28.22088861;28.51964235;28.9478941
3021;1;55;40.62375619;14.71394687;40.7674535;14.90098805;40.68130285;14.79244828;Italy;ITA;0;1;Italy;ITA;Europe;Southern Europe;Salerno;Salerno;GISCO OSM;1;1;1;43;43;43;Mediterranean Forests, Woodlands, and Scrub;Cambisols;83.18819864;Mild temperate with dry summer, and  Hot summer;NAN;642.7000122;615.8000031;594.4249878;13.99053073;14.65100002;14.90226507
3022;1;6;9.332831451;12.49489658;9.357218935;12.52525802;9.346379973;12.50843049;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Dakri;-;N/A;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Fluvisols;235.047871;Tropical savannah with dry winter;Niger;1033.600006;996.9750214;895.3750153;27.91401386;27.98043919;28.40379763
3023;2;6;9.349089701;12.53531847;9.381607074;12.55616486;9.365348242;12.54574105;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Girei;Girei;GISCO OSM;0;1;1;0;4;6;Tropical and subtropical grasslands, savannas, and shrublands;Lixisols;251.7768563;Tropical savannah with dry winter;Niger;1033.600006;996.9750214;895.3750153;27.91401386;27.98043919;28.40379763
3024;1;8;9.81257404;12.60630291;9.836974723;12.63689312;9.823757601;12.62041088;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Song;Song;GISCO OSM;0;1;1;0;5;5;Tropical and subtropical grasslands, savannas, and shrublands;Lixisols;318.7277097;Tropical savannah with dry winter;Niger;965.2250214;945.125;851.5250092;26.80114746;26.89667082;27.32214785
3025;2;8;6.451104595;12.60157633;6.475426961;12.64164494;6.464279154;12.6215638;Cameroon;CMR;0;1;Cameroon;CMR;Africa;Middle Africa;Tibati;Tibati;GISCO OSM;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Ferralsols;864.2933238;Tropical savannah with dry winter;Sanaga;1559.000031;1621;1552.150024;23.84504604;23.81403112;24.05438137
3027;1;392;48.0428177;16.20402882;48.31601572;16.55866198;48.19840819;16.38397587;Austria;AUT;0;1;Austria;AUT;Europe;Western Europe;Vienna;Vienna;GISCO OSM;1;1;1;310;346;377;Temperate Broadleaf and Mixed Forests;Chernozems;193.7116229;Mild temperate, fully humid, and  Warm summer;Danube;616.5500031;630.0250092;633.0749969;10.49788284;11.10702991;11.60323977
3028;1;4;12.48484561;12.76920916;12.50117;12.78996038;12.49300776;12.77958448;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Gubio;Gubio;GISCO OSM;1;1;1;3;3;3;Tropical and subtropical grasslands, savannas, and shrublands;Arenosols;304.2511378;Steppe (semi-arid), and  Hot arid;Lake Chad;484.0000076;555.5000076;568.2500076;28.06345272;28.30657244;28.74726677
3029;1;8;11.13938861;12.7507285;11.18012361;12.77180423;11.15975583;12.76011417;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Damboa;Damboa;GISCO OSM;1;1;1;3;4;5;Tropical and subtropical grasslands, savannas, and shrublands;Plinthosols;399.4369139;Steppe (semi-arid), and  Hot arid;Lake Chad;684.4749908;747.8000031;720.0250092;27.59114695;27.79671001;28.22307253
3030;1;9;10.14611032;12.72530541;10.17865749;12.75573218;10.1619317;12.73948812;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Gombi;Gombi;GISCO OSM;1;1;1;8;7;8;Tropical and subtropical grasslands, savannas, and shrublands;Plinthosols;598.2813351;Tropical savannah with dry winter;Niger;871.6000061;899.8500214;826.8250275;26.17951536;26.29813242;26.73975086
3031;1;152;51.04054506;16.89508704;51.1657598;17.1486468;51.10776275;17.02906238;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Wroclaw;Wroclaw;GISCO OSM;1;1;1;127;145;146;Temperate Broadleaf and Mixed Forests;Urban. mining, etc.;120.8695392;Mild temperate, fully humid, and  Warm summer;Oder River;478.6750107;615.1500092;561.4000168;9.278095245;9.706423521;10.06907058
3032;1;203;45.72767264;15.82863564;45.86666546;16.19262657;45.80148941;15.98818068;Croatia;HRV;0;1;Croatia;HRV;Europe;Southern Europe;Zagreb;Zagreb;GISCO OSM;1;1;1;146;180;195;Temperate Broadleaf and Mixed Forests;Podzoluvisols;132.7851754;Mild temperate, fully humid, and  Hot summer;Danube;963.8000183;1042.250031;1162.200027;11.07523012;11.932127;12.34904623
3034;1;88;35.84596553;14.41822067;35.93357109;14.58475712;35.88747407;14.49190279;Malta;MLT;0;1;Malta;MLT;Europe;Southern Europe;Valletta;Valletta;GISCO OSM;1;1;1;67;72;79;Mediterranean Forests, Woodlands, and Scrub;Luvisols;49.74896898;NAN;NAN;455.1500092;335.5250015;402.0500107;19.10959578;19.71891737;19.85575581
3035;2;4;2.661213054;12.66029317;2.677395141;12.69029816;2.671326849;12.67528273;Cameroon;CMR;0;1;Cameroon;CMR;Africa;Middle Africa;Djoum;Djoum;GISCO OSM;0;0;0;0;0;0;Tropical and Subtropical Moist Broadleaf Forests;Ferralsols;671.3042907;Tropical savannah with dry winter;Congo;;;;;;
3036;1;94;49.13889281;16.53885164;49.26228274;16.71003657;49.19572691;16.61572486;Czech Republic;CZE;0;1;Czech Republic;CZE;Europe;Eastern Europe;Brno;Brno;GISCO OSM;1;1;1;85;88;93;Temperate Broadleaf and Mixed Forests;Luvisols;;;;;;;;;
3037;2;5;10.86244803;12.83414014;10.87873591;12.86462608;10.86977753;12.84745159;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Chibok;Chibok;GISCO OSM;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Plinthosols;464.3040937;Steppe (semi-arid), and  Hot arid;Niger;767.1750031;822.7750092;773.1500244;27.07458353;27.2203064;27.68000793
3038;1;11;36.89967518;14.68680127;36.93489203;14.73372418;36.9200842;14.71474072;Italy;ITA;0;1;Italy;ITA;Europe;Southern Europe;Ragusa;Ragusa;GISCO OSM;1;1;1;11;11;11;Mediterranean Forests, Woodlands, and Scrub;Cambisols;574.6275931;Mild temperate with dry summer, and  Hot summer;NAN;543.9500122;428.2500153;498.2750015;18.04060984;18.61569786;18.73334646
3039;1;21;32.62896626;14.22235517;32.68940848;14.2957731;32.65671843;14.25882379;Libya;LBY;0;1;Libya;LBY;Africa;Northern Africa;Khoms;Khoms;GISCO OSM;0;0;1;0;0;17;Mediterranean Forests, Woodlands, and Scrub;Sand Dunes;17.81882916;Steppe (semi-arid), and  Hot arid;NAN;244.5250092;214.5250015;222.375;20.42563152;21.04887819;21.1874814
3040;1;8;41.6772582;15.3601933;41.70435498;15.39878993;41.68967703;15.37850146;Italy;ITA;0;1;Italy;ITA;Europe;Southern Europe;San Severo;San Severo;GISCO OSM;1;1;1;8;8;8;Mediterranean Forests, Woodlands, and Scrub;Cambisols;87.09573318;Steppe (semi-arid), and  Cold arid;NAN;497.1000061;523.1500168;621.9749908;15.34631276;16.13295388;16.43133974
3041;1;6;14.24208557;13.0915845;14.26664065;13.12268976;14.25572716;13.10873408;Niger;NER;0;1;Niger;NER;Africa;Western Africa;N'Guigmi;N'Guigmi;GISCO OSM;0;0;0;0;0;0;Flooded Grasslands and Savannas;Water Bodies;290.8074462;Desert (arid), and  Hot arid;Lake Chad;209.5999985;197.6500034;262.3500023;28.06158972;28.39425325;28.82173395
3043;1;23;52.50284732;17.54447031;52.56131697;17.64469985;52.5293246;17.59920626;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Gniezno;Gniezno;GISCO OSM;1;1;1;17;18;20;Temperate Broadleaf and Mixed Forests;Cambisols;118.2475299;Mild temperate, fully humid, and  Warm summer;Oder River;465.6250076;589.0250244;532.5500107;9.17696023;9.412781715;9.710543633
3044;1;126;11.7832621;13.06330655;11.88111539;13.23616846;11.83354615;13.15378347;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Maiduguri;Maiduguri;GISCO OSM;1;1;1;60;83;119;Tropical and subtropical grasslands, savannas, and shrublands;Arenosols;327.1964693;Steppe (semi-arid), and  Hot arid;Lake Chad;575.1750107;633.1249924;620.2749939;28.34837866;28.56008911;28.99729061
3045;1;17;54.59667208;18.15693113;54.62643909;18.31139844;54.60863629;18.2289625;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Wejherowo;Wejherowo;GISCO OSM;0;0;0;0;0;0;Temperate Broadleaf and Mixed Forests;Histosols;33.12988641;Mild temperate, fully humid, and  Warm summer;NAN;591.8000183;629.6000061;620.8000031;8.769327164;8.876317501;8.942541599
3046;1;13;-5.03301697;12.93135402;-4.976320315;12.97205173;-5.002799288;12.95283252;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Tshela;Tshela;GISCO OSM;1;1;1;12;12;12;Tropical and Subtropical Moist Broadleaf Forests;Acrisols;166.5891449;Tropical savannah with dry winter;NAN;1115.975021;1147.175003;1100.500031;25.28208971;25.31683731;25.36918831
3047;1;14;47.66686975;16.54728135;47.69503092;16.62388913;47.68162014;16.58574685;Hungary;HUN;0;1;Hungary;HUN;Europe;Eastern Europe;Sopron;Sopron;GISCO OSM;0;0;0;0;0;0;Temperate Broadleaf and Mixed Forests;Cambisols;227.0016264;Mild temperate, fully humid, and  Warm summer;Danube;628.8250275;611;679.2000275;10.58492041;11.27742338;11.89326286
3048;0;1;14.42218001;13.20973625;14.43036744;13.22021355;14.42627371;13.21497482;Niger;NER;0;1;Niger;NER;Africa;Western Africa;Tchorogui;Tchorogui;GISCO OSM;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Arenosols;295.6116272;Desert (arid), and  Hot arid;Lake Chad;209.5999985;197.6500034;262.3500023;28.06158972;28.39425325;28.82173395
3049;1;18;41.43357833;15.51761503;41.47867837;15.57729816;41.45813134;15.54777149;Italy;ITA;0;1;Italy;ITA;Europe;Southern Europe;Foggia;Foggia;GISCO OSM;1;1;1;16;18;18;Mediterranean Forests, Woodlands, and Scrub;Vertisols;70.39959174;Steppe (semi-arid), and  Cold arid;NAN;482.9000015;512.2250137;568.7000198;15.25499368;16.05068684;16.34818792
3050;1;771;-9.088992225;13.070813;-8.747723626;13.50222048;-8.901886424;13.3028378;Angola;AGO;0;1;Angola;AGO;Africa;Middle Africa;Luanda;Luanda;GISCO OSM;0;0;1;0;0;468;Montane Grasslands and Shrublands;Luvisols;79.062472;Steppe (semi-arid), and  Hot arid;Cuanza;464.6500092;517.7000122;411.5750122;25.42964745;25.43093109;25.5166378
3051;1;109;37.47271223;14.98923833;37.58751678;15.14237446;37.53448131;15.07152961;Italy;ITA;0;1;Italy;ITA;Europe;Southern Europe;Catania;Catania;GISCO OSM;1;1;1;98;100;105;Mediterranean Forests, Woodlands, and Scrub;Cambisols;194.8232523;Mild temperate with dry summer, and  Hot summer;NAN;640.2750092;577.6750183;654.2249908;16.56123066;17.15166235;17.30340385
3052;1;5;-5.591988683;13.02901734;-5.567681462;13.0492535;-5.578214544;13.03816787;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Lemba Village;Lemba Village;GISCO OSM;1;1;1;4;4;4;Tropical and Subtropical Moist Broadleaf Forests;Cambisols;204.200113;Tropical savannah with dry winter;NAN;1142.324982;1219.5;1152.549988;24.89877939;24.90863466;24.98159075
3053;1;27;-5.867497967;13.0327637;-5.794564065;13.08328076;-5.837633646;13.05634194;Democratic Republic of the Congo;COD;0;1;Democratic Republic of the Congo;COD;Africa;Middle Africa;Boma;Boma;GISCO OSM;1;1;1;22;22;25;Mangroves;Cambisols;33.61590786;Tropical savannah with dry winter;Congo;1142.324982;1219.5;1152.549988;24.89877939;24.90863466;24.98159075
3054;1;90;53.08884331;17.89473478;53.17699441;18.18838955;53.12964575;18.03356335;Poland;POL;0;1;Poland;POL;Europe;Eastern Europe;Bydgoszcz;Bydgoszcz;GISCO OSM;1;1;1;74;86;89;Temperate Broadleaf and Mixed Forests;Urban. mining, etc.;54.78659679;Mild temperate, fully humid, and  Warm summer;Wisla;492.6750107;603.0750122;547.5500259;9.001789808;9.238757372;9.44429493
3055;2;3;12.48484561;13.20463818;12.50117;13.22514844;12.4916474;13.21329132;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Gajiram;Gajiram;GISCO OSM;0;1;1;0;3;3;Tropical and subtropical grasslands, savannas, and shrublands;Fluvisols;299.139848;Steppe (semi-arid), and  Hot arid;Lake Chad;492.8250122;541.6000137;547.6250076;28.20896006;28.4434619;28.88661623
3057;1;16;47.20769484;16.58725668;47.2544816;16.65261185;47.23459536;16.62274677;Hungary;HUN;0;1;Hungary;HUN;Europe;Eastern Europe;Szombathely;Szombathely;GISCO OSM;1;1;1;16;16;16;Temperate Broadleaf and Mixed Forests;Cambisols;213.1778084;Mild temperate, fully humid, and  Warm summer;Danube;683.3750153;636.9999924;757.3250122;10.25461268;11.03278351;11.57958055
3059;1;6;10.44722051;13.20642736;10.4716397;13.23688525;10.45671677;13.22011858;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Uba;Uba;GISCO OSM;0;1;1;0;5;5;Tropical and subtropical grasslands, savannas, and shrublands;Plinthosols;525.2341762;Tropical savannah with dry winter;Lake Chad;868.4250183;871.2000122;812.5250092;26.3876543;26.50619745;26.93558407
3061;1;27;10.24375565;13.232004;10.29258262;13.30275923;10.26711387;13.27023456;Nigeria;NGA;0;1;Nigeria;NGA;Africa;Western Africa;Mubi;Mubi;GISCO OSM;1;1;1;18;19;20;Tropical and subtropical grasslands, savannas, and shrublands;Arenosols;594.207673;Tropical savannah with dry winter;Lake Chad;868.4250183;871.2000122;812.5250092;26.3876543;26.50619745;26.93558407
